ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
BMPR1A	receptor	literature supported	32.78	9.04	7.29	3.49	5.45	1.95	3.57	15.52	7.04	3.43	13.56	1.37	3.81	0	2.24	0.6	0.14	0.47	1.05	2.81	0	0.66	4.38	4.1	5.42	3.15	6.33	5.04	6.48	7.07	8.93	9.49	11.99	1.84	4.73	0	28.44	0.96	0.49	0.24	0.08	1.22	0	0.06	0	0.87	7.23	6.14	8.08	2.58	6.86	9.83	0.91	11.1	7.15	7.8	8.15	1.28	3.71	3.87	1.4	2.5	7.36	1.95	8.86	8.92	6.49	10.18	2.31	10.43	2.89	7.25	6.18	32.78	15.27	12.74	6.26	8.37	6.74	12.05	8.58	6.05	6.87	2.72	9.69	3.22	8.01	8.35	4.33	12.45	9.32	8.99	3.29	5.85	18.89	13.98	0.14	9.6	6.99	8.58	5.37	10.08	2.99	1.97	8.77	9.93	2.97	5.42	8.15	8.99	7	8.34	5.98	1.49	4.04	2.74	0	8.15	12.32	4.5	9.64	8.75	8.85	8.36	5.87	6.11	10.7	6.41	4.91	8.84	4.19	1.46	6.18	6.02	2.26	4.3	7.02	4.71	7.33	7.45	8.11	6.66	3.82	5.12	7.39
BMPR1B	receptor	literature supported	10.35	2.07	0.62	0	0.84	0.37	0	1.54	0.31	1.56	9.44	0	1.42	1.17	0	0.07	0	0	0	0	0	0	0	0	0.02	0	0	0	0.13	0.22	3.54	4.05	5.25	0.19	0	0	0.55	0.19	0	0	0	0	0.7	0.56	0	1.31	0.32	0.83	5.32	0	0.62	0.54	0	0.25	0.11	0.58	0.29	0	0	0	0	0.74	0.2	0.77	2.09	0.34	0.35	0.19	0.16	1.35	0	0.37	0.57	0.1	0	0	1.62	1.48	3.36	0.7	0.94	0.5	1.57	0	0.46	0	0.65	0	0.22	0.24	1.52	1.87	0	1.64	4.38	1.56	0	1.17	0.61	1.49	2.47	0.09	0.37	0.1	1.45	0.98	0	2.3	1.41	1.11	0.1	1.03	1.37	0	0.39	0.47	0	0.9	10.35	0	0	1.69	2.74	5.29	0.37	0.64	1.17	0.43	0	0.73	0.13	0	0	0	0	0.66	0	0.28	0.12	1.06	0.38	1.1	0	1.59	0
BMPR2	receptor	literature supported	66.13	27.98	26.25	9.6	9.76	7.38	25.12	39.19	18.77	14.02	31.51	8.72	12.53	4.99	22.43	8.3	6.13	11.7	5.93	7.76	3.16	12.97	10.11	5.61	9.72	6.62	4.91	8.14	33.12	17.71	26.44	51.47	42.68	8.45	20.3	16.07	12.07	34.64	33.9	66.13	21.7	31.09	42.45	54.91	9.07	11.34	24.47	22.13	39.54	10.54	10.48	27.9	12.67	21.88	16.22	29.26	30.35	21.72	23.25	11.55	25.02	16.41	33.05	17.86	16.48	24.19	13.59	20.46	6.12	29.68	16.99	23.88	14.45	25.98	21.18	63.66	26.42	15.72	16.67	15.73	15.66	16.13	24.01	10.32	30.83	9.42	53.52	18.47	20.92	18.13	20.47	32.23	13.74	21.51	41.47	31.58	4.23	18.71	25.35	21.76	13.63	21.03	8.08	9.54	28.75	29.55	14.84	14.83	17.62	25.25	18.17	17.94	20.64	32.69	13.8	10.61	9.64	11.16	27.91	19.42	30.53	13.41	17.39	28.52	22.4	19.23	23.7	20.7	10.43	24.77	13.17	8.78	12.67	22.28	14.69	22.74	11.71	13.96	20.9	12.42	20.62	12.57	10.84	14.75	23.41
BOC	receptor	literature supported	204.75	17.07	25.88	13.96	23.62	2.42	1.84	8.5	4.2	53.25	43.75	0.72	2.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.19	26.68	41.92	3.19	20.61	13.06	0.06	0	7.88	0.67	0.72	0	0.13	0.41	0.21	0.12	0	3.49	3.04	4.84	31.92	1.41	7.25	12.38	8.07	10.4	1.25	12.3	4.3	0	11.5	0.46	2.55	13.96	0	14.12	0	14.75	5.93	3.33	0.85	9.69	0.05	4.79	4.3	1.72	0	10.41	13.32	11.31	11.08	11.46	4.49	14.61	5.4	1.57	3.81	11.65	2.84	6.79	0.39	7.02	3.88	15.4	0.04	3.94	59.07	15.81	0	8.79	26.23	6.09	13.04	8.43	20.08	3.48	7.43	12.52	11.87	8.64	6.26	1.04	6.42	0.87	4.72	5.42	5.04	1.39	0.26	3.72	204.75	5.7	20.89	6.76	4.84	1.11	1.89	1.93	5.21	1.97	7.06	7.06	2.81	2.93	0.12	7.44	6.78	5.18	2.55	2.02	0.84	9.58	17.77	19.21	2.17	1.82	0.43
BRS3	receptor	literature supported	0.35	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf1	receptor	literature supported	341.16	51.84	46.25	73.28	58.79	151.44	190.08	44.56	130.77	117.93	80.01	14.19	74.54	41.98	36.77	8.58	6.4	6.34	5.88	23.86	35.29	18.52	23.51	25.14	27.3	27.73	27.18	31.52	63.98	29.46	43.08	47.08	128.4	181.02	21.34	24.05	72.81	50.24	45.7	70.08	93.7	40.7	86.89	55.09	8.57	195.81	40.76	63.65	151.4	86.7	83.17	79.73	264.01	73.9	54.11	34.14	93.49	22.99	66.75	124.83	133.09	213.18	147.52	22.81	115.24	138.97	155.08	94.9	102.91	102.88	76.55	121.42	80.76	19.95	54.19	21.75	115.73	108.9	37.85	70.27	62.52	85.6	77.26	148.97	154.88	93.41	56.75	94.6	41.29	69.79	42.07	58.49	27.9	51.76	71.72	62.94	5.7	112.53	27.04	46.68	72.48	77.5	341.16	166.69	42.47	60.97	106.86	39.37	29.37	79.68	50.48	173.88	122.37	122.44	198.58	146.41	42.23	89.98	51.61	137.02	24.1	61	111.7	41.67	35.6	41.85	176.89	149.72	29.35	133.27	38.11	190.18	28.64	62.44	23.73	34.57	218.5	35.22	152.48	84.08	31.77	37.32	146.73	64.29	144.67
C3AR1	receptor	literature supported	354.94	0.18	0.05	0	0	0	0	0.7	0.12	0.31	0.05	22.92	0.1	2.06	349.53	24.62	127.46	60.15	204.42	0.49	2.37	3.92	1.87	5.76	23.62	4.74	7.63	5.71	0.71	0.05	2.39	9.72	1.17	0	5.84	2.57	0	0.15	0.09	0.11	0.13	0.81	0.06	0	354.94	0.44	2.03	0.53	0.36	0.23	0.32	0.29	0	0.17	1.02	0	0.57	0	0.52	0	0	0.94	6.76	1.45	0	0.86	0.18	0.19	0	1.38	188.8	1.04	0	112.55	82.27	2.94	0.94	0.42	0.2	1.33	0.8	0.67	0	0.17	0.18	0.26	2.07	5.36	0.22	0	0.18	0.09	6.55	1.56	0	1.17	92.02	0	0	0.42	0.1	0	0	0	0	0	0	0.87	1.52	0.07	0.1	0.04	0.07	0.11	0.27	0.3	4.18	0.09	0	0.57	0	0.14	0.19	0.2	0.62	0.07	1.26	0	0.39	0.14	1.1	0	3.53	0	0	0.18	0.29	0.74	0.53	1.06	0.21	0.27	0.36	0.7	0
C5AR1	receptor	literature supported	2162.69	1.54	3.66	4.36	0	0	0	5.17	0.41	0	0	516.33	0	0.59	143.47	193.97	262.66	326.42	316.87	4.28	2.37	13.85	1.29	0	0.05	0.02	0	4.2	0.13	0	0	9.65	0.2	0	8.22	10.87	0.04	0	0	0	0	0	0	0	2153.52	0	2.48	0.04	0.59	0.7	0.5	0.64	0.36	0.18	0	0.09	0	0	3.37	10.06	0	0	5.57	3.49	0	0	0	0	1.04	0	212.79	0	0	33.79	6.9	7.55	0	1.02	0	0.06	0	1.19	0	0.52	0.07	0	0	0	6.9	0	0.05	0.09	3.02	10.89	0	0.34	2162.69	0.67	0	0	0	0	0.2	0	0.53	0.99	7.42	0	0	0	0	0	0	0	0	0	0.24	0	0.52	0	0	0	0.34	0	0	0.14	1.91	0.26	0	0	0	0	0	0	0	0	0	0.7	0	0	0.32	0.15	0.35	0.89	0
C5AR2	receptor	literature supported	60.17	14.75	12.11	9.6	0	0	0.57	0.24	4.57	0	0.04	13.95	0	0	13.93	4.77	15.15	6.58	44.05	0.21	0.26	0	0	0.61	0.66	0.32	0.23	0.21	0	1.42	20.01	1.73	0.03	0	1.8	0.28	0	0.22	0	0	0	0	0	0	60.17	0	0.71	0.09	1.18	0	0.32	2.69	0.72	6.86	0	0.19	0	0	4.57	9.93	0	0	3.28	0.34	0	0.34	0	0	0	0.2	8.24	0	0	0.33	0.49	3.75	0.04	0.06	0.1	2.19	0.19	0	0	3.57	0.07	0	0	0	1.77	0.24	1.38	0	0.07	0	0.38	0	37.06	3.38	0	1.68	5.67	0	0.54	1.72	9.09	3.73	43.04	0.09	0	0.32	0	0	0	0.21	0	0	0.26	0.22	1.63	0.29	0	0.15	0.3	0.12	0.22	0.07	0	0	0.16	0	0.14	0	0	0	1.13	0.18	0	0.05	0	0	1.17	6.26	0	0.03	0.17
CACHD1	receptor	putative	4.63	0.94	0.77	0.87	0.52	0	0	0	0.19	0.87	1.24	0.05	1	0.29	0	0	0.14	0	0	0.05	0.26	0	0	0.57	0	1.72	0.1	0.27	0.09	1.49	2.65	0.17	1.71	0.19	0	0.12	1.16	0.58	0.25	0.74	0.8	0.18	1.02	0.8	0	0.44	0	0.33	0.08	0.7	0.39	0.77	0	0.61	0.11	0.86	0.63	3.83	0.64	1.06	1.44	0.21	0.62	0	0.12	0.34	0.07	0.37	0.16	0.78	0	0	0.22	0.11	0	4.63	0.34	0.14	0.47	0.36	0.19	0.5	0.4	0.56	0.07	0.26	1.42	0.59	0	0	0.57	0.71	0.15	0.31	1.54	0.17	0	0.21	0.67	1.37	1.75	0.78	0.2	0	0.39	0.71	0	0.65	0.24	0.41	1.05	0.46	0.39	1.3	0.5	0.3	0	0.43	0.72	0.29	0	0.48	1.02	0.25	0.66	0.26	0.29	0.56	0.48	0.5	0.14	0	0.37	1.18	0	0.85	0.33	0.47	0.63	0	1.79	1.31	0.35	0.26	0.23
CACNA1C	receptor	literature supported	43.57	16.95	12.74	10.47	7.81	0	2.28	0.93	0.56	11.19	1.15	0.26	0	0	0	0	0	0	0	0.04	0	0.28	0.13	0	0.17	0	0.03	0	3.39	14.78	9.29	1.25	0.42	0	0.04	0	0.8	0	0	0.24	0	0	0.08	0.12	0	0	6.65	2.45	1.77	0.47	5.09	23.94	4.79	22.21	0.79	16.08	0	0	38.85	12.82	0	7.26	0.52	0	0.37	0.86	0.04	0	1.53	0.39	0	0.11	0.19	0.67	0	1.43	0.39	1.16	10.46	12.71	6.73	13.42	7.9	1.08	4.82	0.72	6.08	4.97	0.06	9.99	6.51	8.55	0	4.18	4.92	3.48	0	1.76	43.57	8.08	6.78	15.64	2.43	0.5	15.46	15.93	2.97	6.32	4.95	0.21	8.12	0	0	0.45	0	0	0	0.3	8.58	1.15	1.61	5.84	16.61	0	6.36	3.62	4.18	3.63	9.05	9.9	1.93	3.41	0.61	3.33	14.69	9.95	2.51	1.25	0.6	3.19	20.07	22.24	1.66	0.22	0
CALCR	receptor	literature supported	1.35	0.36	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	receptor	literature supported	590.43	15.52	15.59	8.72	22.88	1.44	0.22	0.57	4.21	6.77	2.47	5.42	1.69	17.91	34.41	3.88	6.26	14.89	4.88	1.12	11.06	31.06	0.2	0.53	0.05	2.17	0.12	0.6	19	1.13	0	16.68	3.81	1.29	59.03	18.21	1.96	188.45	117.39	331.03	194.8	215.38	590.43	121.04	0	1.74	23.45	48.02	40.02	3.98	17.79	2.82	2.08	2.47	39.59	2.45	2.66	2.55	3	10.32	83.93	2.62	29.92	37.12	0	8.41	2	9.26	0.52	6.76	5.43	2.35	1.74	24.25	164.55	244.46	1.09	15.33	2.31	3.39	36.6	24.04	6.35	0.87	23.92	5.24	1.94	1.58	187.1	11.68	4.81	11.13	0.94	2.53	12.17	0.83	0.25	6.41	5.99	1.61	12.29	3.82	7.91	0.1	4.79	2.82	1.48	1.06	6.58	0.92	1.28	0.92	2.48	86.91	1.55	0.33	0.35	0.33	5.16	2.74	6.43	6.1	14.04	1.44	11.54	2.68	13.4	6.5	4.91	4.12	5.51	2.44	1.58	2.78	31.64	8.53	5.13	2.57	5.01	2.84	2.33	1.08	0.89	4.47	0.68
CANX	receptor	literature supported	1022.27	581.52	675.54	694.38	359.27	137.25	200.1	426.64	389.62	136.35	378.51	356.16	301.61	415.44	519.14	341.52	283.75	421.48	167.67	126.53	470.4	271.38	130.2	111.92	155.17	161.7	166.68	166.21	491.04	476.55	728.04	534.05	323.58	91.85	424.49	525.38	323.31	529.52	408.5	506.74	353.05	501.28	558.18	392.27	220.8	163.97	577.59	446.22	471.64	201.75	349.39	495.9	139.02	512.9	398.83	595.17	485.49	498.21	356.41	250.54	171.66	165.34	1022.27	341.58	531.8	440.76	318.01	289.43	206.82	510.29	507.78	516.48	378.21	491.81	753.28	470.28	376.82	461.94	537.43	422.34	641.09	273.09	510.28	129.47	512.4	215.19	607.71	552.11	560.07	602.11	537.6	461.01	167.37	751.07	627.01	246.97	146.9	389.46	377.41	534.79	370.93	541.28	105.64	192.5	575.14	648.74	498.68	417.83	509.16	591.92	473.27	213.94	199.47	249.03	115.81	213.46	160.97	387.12	368.79	300.08	655.59	371.29	342.26	815.61	434.59	680.15	428.19	280.36	460.82	379.65	407.8	99.96	502.21	497.35	291.56	470.56	217.97	377.05	432.61	488.15	360.24	347.5	133.74	301.12	180.33
CATSPER1	receptor	literature supported	28.87	0.2	0	0	0	1.74	4.29	1.58	1.61	0.82	0.17	15.46	0.31	0	1.29	14.79	9.29	28.87	0.76	0.33	0.26	1.12	0	0	0.16	0.15	0	0.55	0	1.42	0.88	5.65	0.57	0.19	6.06	1.03	0	0.82	0.91	0.29	1.56	0.81	1.27	1.69	3.26	0	1.1	0.87	0.15	0.94	2.73	1.69	2.8	2.58	1.25	2.82	0.28	0	3.8	1.52	0.74	0	0	0.39	0.49	0.17	0	0	2.7	0.16	4.26	0.05	0.87	24.21	19.21	0	0.37	0.65	0.05	0.15	0.34	1.8	0.66	4.97	0.6	1.09	0.26	0.13	0.04	2.23	1.95	0	4.83	0.31	0	0.06	2.24	2.49	1.13	1.83	1.03	0.87	1.25	1.36	0	0.34	0	0	0.36	0	0.2	2.27	5.57	2.18	6.34	6.4	0.85	1	0.14	0	0	0.89	0.67	0.13	0.55	1.32	0.96	0.13	0.94	0.19	1.55	0	0.12	0.14	0	0.44	0	1.38	0.8	0	0.71	0.46	2.19	0.16	0.72
CAV1	receptor	literature supported	2614.3	953.77	638.05	352.42	1110.12	221.79	509.7	1111.42	755.77	499.75	243.79	11.48	377.93	0.59	0.3	2.77	0.07	0	0	2.37	0.53	1.6	0.07	0	0.2	0.1	0	0.07	320.43	516.31	113.88	699.45	503.24	321.19	0.33	0.08	7.9	1041.99	740.6	2614.3	1385.7	1169.72	1093.03	592.17	0	646.73	468.25	251.4	345.88	240.88	1398.66	865.88	979.4	1082.21	373.53	993.82	944.09	0	1171.96	1280.1	498.61	270.86	14.17	7.72	5.66	708.92	1012.76	1226.33	652.42	703.9	0.13	783.81	774.93	5.23	0.49	2020.02	105.69	843.7	1458.17	1036.06	371.13	1089.22	1096.27	854.41	166.12	149.09	240.83	135.15	4.98	819.87	1812.26	241.99	0.09	283.82	38.71	49.72	0	443.24	1572.93	693.26	434.95	1760.87	213.03	671.62	424.31	321.01	201.85	1187.03	1421.27	367.8	506.23	73.24	82.88	488.25	104.2	66.54	0	18.07	690.83	758.47	475.62	1072.34	1046.9	231.39	249.68	235.75	392.74	762.19	435.7	331.26	210.45	411.08	264.11	477.67	571.82	306.74	602.35	247.14	484	718.39	529.57	952.05	301.96	344.89	417.53
CCKAR	receptor	literature supported	51.09	0	0	0	0.17	0	0	0	0.06	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.09	0	0	0	0	0	0.15	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0	0	0	0	0	0	0.21	0.53	0	0	0.13	0	0	0.17	0	51.09	3.8	0	0	0.3	0	0	0	0	0.91	0	0.55	0.19	0.39	0.11	3.58	0.07	0	0	0	0	0	0.07	0	0	0.17	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	4.34	39.51	0	0	0
CCKBR	receptor	literature supported	7.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR1	receptor	literature supported	161.48	0.21	0.05	0	1.14	0	0	2.55	0	0	0	64.42	0	0.59	132.8	61.72	34.74	83.01	14.34	2.64	2.37	4.2	0.2	0.29	3.25	2.93	1.39	4.26	0	0	0.8	43.59	0.06	0	147.12	1.89	0	0	0	0	0	0	0	0	80.61	0	0.35	0	0	0	0.08	0.07	0	0.19	0	0	0	2.55	1.04	0	0	0	6.55	0.5	4.3	0	0	0	0	0.04	161.48	0	0	0.05	0	0.97	0.16	0.02	0.83	3.91	0.11	0.11	0	0.09	0	0	0	0.1	0.16	0	0.11	0	3.32	0.93	1.27	1.06	71.31	0	0	0	0	0.35	0	0	0	0.13	0	0.36	0.16	0.89	0	0.23	0	0	0	0	1.05	0	0	0	0	0.18	0.34	0	0	0	0	0	0	0.09	0	0	0	0.2	0	0	0	0.62	0	1.77	0.11	0	0	0.67	0
CCR10	receptor	literature supported	4.97	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.11	0	0	0	0	1.36	0	0	1.08	0.2	4.97	0.03	1.13	1.59	0.09	0	0	0	0	0	0	0.19	0	0.09	0.58	0.2	3.69	0.18	0.07	0	0	0	0.06	0.11	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.07	0	0	0	0	0	0	0
CCR2	receptor	literature supported	104.35	0	0	0	0	0	0	0.44	0	0	0	15.11	0	6.17	3.06	5.33	12.37	104.35	0.22	9.24	22.39	0.94	1.74	7.35	42.58	49.33	38.66	24.75	0	0	0	1.59	0.03	0	1.05	77.77	0	0	0	0	0	0	0	0	0.66	0	0.35	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0	0.98	0.84	0	0	0	0	0	0	0.61	0	0	0.1	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	1	0.31	0.65	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
CCR3	receptor	literature supported	107.36	0	0	0	0	0	1.18	2.39	0	0	0	34.57	0.41	0	0.09	0.21	0.35	0.39	0.38	1.05	0	0.56	0.07	2.46	11.8	1.66	1.48	1.05	0	0	0	2.83	0	0.19	0.04	0.9	0	0	0	0	0	0	0	0	41.17	0.44	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0.72	2.34	0	0.15	0.09	0	0	0	0.48	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.07	0	0	0	107.36	0	0	0	0	0	0	0.2	0	0	0	0	0	1.09	0	0	0	0	0	0	2.14	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.28
CCR4	receptor	literature supported	699.32	0	0	0	0	0	0	0	0	0	0	9.75	0	0.88	9.69	11.42	0	0	0	1	1.05	11.77	211.5	186.97	699.32	120.96	263.99	65.63	0.04	0	0	0.82	0.12	0	1.28	0.84	0	0	0.67	2.11	0	0.18	0	0	12.41	0	0.35	0.36	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0.21	0.72	2.25	0	0	0	0	0	0	0	0.22	0	4.42	1.97	0.08	0	0	0	0	0.11	0	0	0	0	0	0.13	0.84	9.37	0	0	0	43.62	0	0	0	6.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.18	0	0	1.99	0	0	0.33	0	0	0.03	0	1.5	0.09	0	0	0	0	0.14	0	0.73	0	0	0.22	0	0.15	0	0	0.21	0	0	0	0
CCR5	receptor	literature supported	52.38	0	0	0	0.21	0	0	0.1	0	0	0	6.56	0	0.29	20.56	3.34	6.82	2.75	0.37	1.35	4.21	2.52	2.22	11.1	39.03	22.82	41.64	48.3	0	0	0	1.05	0.06	0	44.03	13.56	0	0	0	0	0	0	0	0	2.64	0	0	0	0	0	0	0	0	0	0	0	0	1.28	0	0	0	0	0.85	3.64	0	0	0	0	0	0	52.38	0	0	0.1	0.49	0.29	0	0	0	0.66	0	0	0	0	0	0	0	0	1.05	0	0	0.18	7.32	0	0.13	0.31	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0.22	0
CCR6	receptor	literature supported	138.1	2.09	1.53	2.62	1.82	1.09	2.45	6.89	1.49	1.92	3.36	5.34	1.71	2.94	3.72	5.22	0.35	0.84	0.57	84.7	4.21	14.51	65.35	14.77	138.1	4.72	71.08	20.89	1.9	1.64	3.78	3.03	3.16	0.19	7.44	7.63	3.76	2.05	1.37	1.69	0.67	1.18	4.03	2.79	27.26	0.44	2.67	2.36	1.85	2.11	3.63	3.07	0.36	3.59	3.06	3.11	2.57	10.22	0.52	2.35	0.37	2.29	8.37	113.7	4.3	2.75	1.41	2.69	0.16	3.12	1.95	2.71	3.11	2.53	2.96	1.35	1.95	2.54	3.11	3.14	3.14	3.62	1.58	1.95	2.14	3.49	3.75	1.48	7.75	2.71	3.13	1.69	19.62	4.77	5.83	3.06	6.14	0.99	1.94	2.62	0.75	2.43	1.15	2.12	2.22	2.77	2.97	2.76	3.38	2.95	3.04	2.24	2.88	2.47	0.95	0.96	6.21	1.58	2.04	2.41	6.43	3.69	3.98	2.17	2.25	4.02	3.39	1.45	3.08	3.26	1.86	1.95	3.37	3.66	1.13	1.1	0.33	1.77	4.02	3.55	1.29	2.56	0.92	1.8	0.91
